N,P,K,temperature,humidity,ph,rainfall,label
39,76,75,24.53747951,11.09434527,5.56,948.3107716,Chickpeas(Channa)
33,71,81,26.69352148,10.86318385,5.79,677.6078995,Chickpeas(Channa)
42,56,83,25.2586478,11.6283255,5.74,682.7466615,Chickpeas(Channa)
60,72,80,26.66888784,11.88258932,5.9,723.8640006,Chickpeas(Channa)
25,73,77,23.44602979,11.81430196,5.55,897.3723123,Chickpeas(Channa)
54,58,75,25.31968416,10.75756839,5.16,946.7232981,Chickpeas(Channa)
27,76,80,23.7711801,11.01460781,5.06,667.8218211,Chickpeas(Channa)
32,63,77,21.99764085,11.92336231,5.2,933.7754116,Chickpeas(Channa)
60,65,80,26.88492303,10.2819499,5.97,656.6022512,Chickpeas(Channa)
25,80,77,23.30840298,11.80370766,5.21,693.095292,Chickpeas(Channa)
25,63,83,26.38369177,10.66716014,5.51,715.9629273,Chickpeas(Channa)
24,74,75,25.9989332,10.37780188,5.6,656.357902,Chickpeas(Channa)
28,55,80,23.51246367,10.2472626,5.63,774.8053121,Chickpeas(Channa)
29,58,82,21.20840766,11.32214832,5.78,673.9320783,Chickpeas(Channa)
49,68,83,26.9774811,10.78605853,5.69,697.6193256,Chickpeas(Channa)
25,60,84,22.77640831,10.63410135,5.15,711.3730528,Chickpeas(Channa)
20,62,76,23.71473164,11.50574721,5.1,755.6071223,Chickpeas(Channa)
34,61,77,22.59173054,10.28308863,5.84,792.9301127,Chickpeas(Channa)
33,61,79,24.43281876,11.50049769,5.06,698.5710504,Chickpeas(Channa)
45,70,80,25.14820819,10.51020937,5.94,743.4293499,Chickpeas(Channa)
50,70,84,25.15292142,10.64414964,5.95,782.582343,Chickpeas(Channa)
20,61,77,22.82869541,11.8889808,5.3,928.3871456,Chickpeas(Channa)
31,69,76,24.81536015,10.33125007,5.46,674.7388621,Chickpeas(Channa)
34,59,83,23.84485459,10.62424117,5.76,684.5036945,Chickpeas(Channa)
60,68,84,25.25125294,10.18156878,5.59,759.7214514,Chickpeas(Channa)
35,62,77,26.12371366,11.59025215,5.67,687.2764187,Chickpeas(Channa)
52,60,82,26.26411291,11.13209276,5.48,842.6193422,Chickpeas(Channa)
30,71,85,21.47455622,10.84062191,5.32,680.9392181,Chickpeas(Channa)
30,63,85,23.14721066,11.93024827,5.34,862.4740631,Chickpeas(Channa)
21,55,77,24.41138192,11.52647886,5.81,948.6889458,Chickpeas(Channa)
24,72,82,21.73745262,11.77764594,5.46,743.3957401,Chickpeas(Channa)
54,66,81,25.14962006,11.89993362,5.67,663.610861,Chickpeas(Channa)
52,69,82,23.02640179,11.16023172,5.81,882.7441767,Chickpeas(Channa)
53,71,83,24.0831757,10.79357817,5.95,652.4658819,Chickpeas(Channa)
24,57,82,24.27524947,11.09993249,5.09,765.0772273,Chickpeas(Channa)
40,62,80,26.15204023,11.18820948,5.76,888.4467772,Chickpeas(Channa)
52,73,85,23.28545973,10.627685,5.43,842.0770658,Chickpeas(Channa)
47,72,75,23.94505287,11.13165536,5.72,723.383339,Chickpeas(Channa)
53,79,80,22.26668904,10.36201009,5.06,662.7466163,Chickpeas(Channa)
54,70,76,24.91158946,11.99004167,5.72,947.9501973,Chickpeas(Channa)
57,63,75,21.96592329,11.64828224,5.13,877.2103637,Chickpeas(Channa)
39,60,82,22.50907452,10.18279611,5.78,736.6209784,Chickpeas(Channa)
47,65,75,25.47713033,11.28270817,5.34,817.9340547,Chickpeas(Channa)
45,78,83,21.27919568,11.20410072,5.6,714.5846477,Chickpeas(Channa)
45,67,77,25.02288213,10.25824256,5.82,944.855026,Chickpeas(Channa)
60,68,85,22.43492569,10.74670941,5.17,671.8935093,Chickpeas(Channa)
29,70,84,26.48616636,11.28894173,5.27,841.6873268,Chickpeas(Channa)
22,75,79,25.95389428,10.59297852,5.72,829.9416654,Chickpeas(Channa)
20,59,85,26.20136892,10.58505941,5.24,944.9783121,Chickpeas(Channa)
51,70,82,22.64509447,11.84856557,5.14,899.854587,Chickpeas(Channa)
57,57,79,25.41821302,10.50245204,5.34,851.8425939,Chickpeas(Channa)
52,55,83,25.23756353,11.74530996,5.74,772.1107425,Chickpeas(Channa)
46,73,79,23.39049827,11.90566448,5.48,755.4567749,Chickpeas(Channa)
37,69,81,26.19772859,10.6623467,5.39,792.4427117,Chickpeas(Channa)
27,79,75,22.43333389,11.02585468,5.31,706.9988644,Chickpeas(Channa)
28,63,77,23.76001216,11.64109026,5.67,928.9456854,Chickpeas(Channa)
28,60,81,21.90552646,11.30990796,5.85,704.2436097,Chickpeas(Channa)
56,78,75,23.45721689,11.23996492,5.67,832.3548831,Chickpeas(Channa)
48,70,82,24.57700225,11.33099658,5.92,891.8812868,Chickpeas(Channa)
20,57,75,25.70398803,11.2858911,5.76,863.8321347,Chickpeas(Channa)
45,76,79,26.28965176,10.32443297,5.27,747.9701988,Chickpeas(Channa)
33,67,82,23.04818941,10.83292574,5.98,884.1286538,Chickpeas(Channa)
55,72,75,22.32229001,10.1596445,5.65,939.0163797,Chickpeas(Channa)
54,62,81,26.38639493,11.93949494,5.6,673.3506181,Chickpeas(Channa)
24,74,77,23.01297525,10.5680059,5.07,773.7277695,Chickpeas(Channa)
60,61,85,26.66328353,11.05214008,5.62,749.7426169,Chickpeas(Channa)
29,58,82,21.17323663,10.70066531,5.66,879.0946595,Chickpeas(Channa)
41,69,80,25.56434385,10.74911937,5.68,767.5288491,Chickpeas(Channa)
20,65,79,25.86436379,10.48599724,5.34,719.494879,Chickpeas(Channa)
33,63,77,21.6369246,11.09217353,5.42,724.4375277,Chickpeas(Channa)
60,65,79,21.2341248,11.99492399,5.53,708.4798481,Chickpeas(Channa)
44,71,81,26.39128186,11.30051092,5.78,885.8088451,Chickpeas(Channa)
29,79,76,22.21266472,10.43864926,5.35,795.7638378,Chickpeas(Channa)
33,55,82,21.34865883,10.65811867,5.47,877.5630606,Chickpeas(Channa)
45,67,84,23.45761999,11.84127533,5.17,873.4822932,Chickpeas(Channa)
47,79,76,21.5892704,11.48737124,5.51,844.2996729,Chickpeas(Channa)
40,77,82,25.26484704,11.94780539,5.47,802.5207014,Chickpeas(Channa)
49,66,81,21.4215716,10.03738386,5.88,823.9489745,Chickpeas(Channa)
30,62,76,23.87005842,10.50041589,5.04,751.2951315,Chickpeas(Channa)
52,56,82,23.39643976,10.40535256,5.47,711.9415151,Chickpeas(Channa)
45,55,75,23.43293156,10.68797873,5.98,817.2937458,Chickpeas(Channa)
27,63,78,24.17425852,10.44988931,5.96,661.045009,Chickpeas(Channa)
49,57,78,23.26735358,11.80721321,5.64,864.0227036,Chickpeas(Channa)
43,67,84,25.07431256,11.84211963,5.12,900.3987737,Chickpeas(Channa)
49,65,82,26.31075718,10.32016274,5.7,662.7653894,Chickpeas(Channa)
54,55,82,25.24203354,11.88075437,5.87,827.4457879,Chickpeas(Channa)
45,66,82,24.80104361,10.71321954,5.69,872.3873206,Chickpeas(Channa)
56,66,77,21.34927343,10.8164691,5.99,888.9194566,Chickpeas(Channa)
34,80,82,25.96583554,11.74856381,5.98,663.4791721,Chickpeas(Channa)
23,76,80,22.63369299,11.5752229,5.5,904.1715125,Chickpeas(Channa)
73,33,22,22.11937626,67.03882397,6.92,1398.202534,Coriander seeds
87,24,18,24.86364695,68.01986317,6.21,1279.769443,Coriander seeds
88,36,17,23.15214525,66.95900775,6.21,1304.480339,Coriander seeds
80,40,20,24.11992901,69.89185365,6.18,1358.30749,Coriander seeds
89,19,17,20.7323615,65.68814015,6.55,1119.628806,Coriander seeds
78,17,18,20.31941155,64.13109036,6.68,1236.735038,Coriander seeds
84,22,21,21.5060281,65.6325054,6.61,1251.12084,Coriander seeds
101,26,21,20.14879881,60.01059439,6.38,1029.796796,Coriander seeds
87,16,20,24.83074005,64.91125804,6.06,1095.906953,Coriander seeds
106,39,22,21.96188424,62.66268553,6.56,1486.171721,Coriander seeds
99,25,22,21.92380071,62.78852672,6.33,1463.8901,Coriander seeds
78,30,25,23.11241813,60.12469088,6.89,1049.800147,Coriander seeds
74,36,17,21.21884765,64.13335994,6.14,1350.228251,Coriander seeds
79,35,21,24.98302109,65.82340482,6.58,1244.313195,Coriander seeds
95,15,25,22.05917453,63.24308044,6.58,1270.43206,Coriander seeds
92,36,22,20.70331033,61.04806433,6.66,1256.450987,Coriander seeds
76,20,21,22.11278113,62.83677668,7.0,1020.981905,Coriander seeds
104,26,15,24.9790955,62.73002222,6.37,1325.411041,Coriander seeds
87,35,23,22.71401861,68.89601429,6.77,1337.706437,Coriander seeds
90,15,24,21.88972932,60.91172974,6.22,1428.899376,Coriander seeds
82,31,17,21.99944258,62.1755798,6.5,1091.770062,Coriander seeds
105,37,16,20.60953515,61.71757799,6.68,1123.478371,Coriander seeds
79,36,23,23.39384092,66.11584369,6.23,1497.512468,Coriander seeds
74,26,15,22.82242409,61.18384217,6.78,1022.141622,Coriander seeds
85,40,18,20.93750334,66.20700473,6.86,1238.657767,Coriander seeds
87,30,16,20.86390205,63.08910408,6.31,1033.408104,Coriander seeds
110,18,21,21.89700891,64.62353906,6.31,1430.506251,Coriander seeds
97,36,24,20.26949582,67.77066964,6.64,1202.410702,Coriander seeds
80,22,15,23.79374264,60.53630653,6.94,1309.536309,Coriander seeds
109,17,20,20.04066701,62.13377373,6.3,1413.605795,Coriander seeds
81,15,22,24.66755831,65.36667716,6.52,1245.97074,Coriander seeds
89,32,24,22.16479076,65.39935078,6.52,1166.307555,Coriander seeds
109,26,16,24.1107576,66.19861254,6.85,1095.37097,Coriander seeds
80,39,17,24.41145504,60.34649841,6.19,1046.668173,Coriander seeds
110,25,20,22.51147476,61.04409575,6.12,1169.476525,Coriander seeds
108,37,17,20.97906317,64.81977776,6.62,1034.584485,Coriander seeds
83,37,21,23.21969644,67.53875732,6.38,1427.590009,Coriander seeds
93,34,20,24.23183109,68.94165338,6.37,1320.563209,Coriander seeds
107,34,20,22.05423918,63.20601282,6.52,1480.232478,Coriander seeds
84,34,17,23.69481799,66.46166903,6.91,1310.763912,Coriander seeds
104,20,16,22.79704707,62.25240244,6.61,1360.189111,Coriander seeds
101,39,23,23.71653722,69.07742144,6.64,1125.019877,Coriander seeds
94,22,18,23.99087877,67.16077913,6.89,1424.886539,Coriander seeds
103,15,16,20.55582404,61.54798634,6.1,1091.906416,Coriander seeds
99,30,20,24.32311069,64.19994187,6.66,1249.843077,Coriander seeds
76,28,17,24.87401366,64.3694975,6.43,1337.909616,Coriander seeds
94,24,24,20.95041448,60.98580351,6.96,1070.170177,Coriander seeds
81,37,18,24.40679705,67.50393401,6.55,1258.86067,Coriander seeds
98,32,20,21.32014236,66.4130306,6.58,1331.040719,Coriander seeds
90,35,16,23.85301055,62.87063472,6.36,1144.879488,Coriander seeds
108,15,24,22.55912883,67.37359796,6.42,1456.935605,Coriander seeds
92,16,21,23.43175511,60.66722573,6.09,1387.256638,Coriander seeds
70,16,25,21.30492306,63.77602884,6.36,1356.146204,Coriander seeds
104,27,21,24.61219748,60.65778615,6.08,1048.022946,Coriander seeds
105,15,21,24.3477659,62.93905708,6.54,1058.961748,Coriander seeds
74,36,21,23.91931258,69.28742636,6.51,1474.557749,Coriander seeds
97,18,24,23.48471622,69.77257399,6.25,1404.757758,Coriander seeds
106,17,17,23.85121797,64.02127545,6.36,1084.602622,Coriander seeds
74,30,17,21.96170758,66.75903162,6.64,1243.427433,Coriander seeds
93,25,21,23.35124389,60.45398655,6.49,1327.059284,Coriander seeds
74,25,24,21.52438162,68.04356763,6.41,1193.500804,Coriander seeds
101,24,23,22.44682963,62.18942988,6.07,1248.925881,Coriander seeds
86,38,19,24.08180327,66.39948925,6.24,1353.689483,Coriander seeds
83,28,17,22.8362484,63.66730059,6.96,1436.286179,Coriander seeds
92,40,22,20.3942893,63.67476624,6.3,1211.376507,Coriander seeds
110,38,21,23.16093983,68.76519932,6.77,1002.018524,Coriander seeds
98,30,17,20.58807157,62.27720908,6.01,1370.428866,Coriander seeds
77,32,18,20.75125425,67.95117465,6.47,1120.979124,Coriander seeds
76,19,16,22.14951991,65.2410225,6.41,1029.37239,Coriander seeds
95,34,20,20.92640279,60.44052216,6.28,1220.973829,Coriander seeds
80,30,18,20.66024941,62.2252351,6.04,1227.257149,Coriander seeds
89,19,17,22.43596743,61.93166709,6.77,1254.687481,Coriander seeds
104,20,25,20.8110775,66.06108262,6.91,1394.360352,Coriander seeds
94,33,18,20.73112129,66.74356088,6.83,1194.394254,Coriander seeds
86,18,18,24.63062666,66.06850187,6.77,1177.127824,Coriander seeds
89,36,22,20.18136733,68.91368097,6.39,1072.584811,Coriander seeds
79,24,20,24.5590932,60.28250727,6.18,1155.978716,Coriander seeds
101,32,25,22.28915388,66.26875735,6.86,1078.941309,Coriander seeds
84,18,16,20.51547542,61.16789463,6.92,1498.265064,Coriander seeds
70,25,22,23.35193992,64.45749495,6.8,1000.79322,Coriander seeds
82,36,15,21.19932124,69.47453183,6.44,1383.063962,Coriander seeds
108,24,25,21.39161129,64.75531758,6.15,1494.601048,Coriander seeds
102,22,19,24.95767688,69.07708167,6.45,1369.531563,Coriander seeds
72,25,15,21.89334533,69.58767121,6.92,1267.494416,Coriander seeds
73,33,19,24.12948272,65.11485452,6.85,1176.609249,Coriander seeds
80,20,25,22.41577917,61.02975504,6.6,1432.365064,Coriander seeds
100,29,23,22.30996136,64.29143628,6.73,1077.654097,Coriander seeds
92,22,19,24.93534093,68.68991704,6.87,1307.801424,Coriander seeds
80,21,20,22.43592037,62.63622832,6.86,1340.90466,Coriander seeds
107,35,22,23.88863244,65.47483037,6.64,1473.43927,Coriander seeds
89,32,24,22.63078512,65.58903223,6.2,1045.226046,Coriander seeds
81,38,25,21.49841656,68.0425066,6.37,1138.675142,Coriander seeds
81,25,21,22.77969445,60.75868866,6.15,1062.808741,Coriander seeds
101,23,17,22.89533083,60.17895144,6.59,1360.98054,Coriander seeds
87,28,18,20.52178373,65.1982835,6.4,1266.093936,Coriander seeds
97,35,24,21.87184996,61.40896174,6.02,1453.329431,Coriander seeds
82,27,16,21.29342246,61.67061247,6.97,1456.084443,Coriander seeds
107,26,25,22.29747265,64.60334223,6.45,1054.128016,Coriander seeds
94,35,19,20.55260147,68.42135888,6.02,1099.641322,Coriander seeds
101,29,16,21.97153085,65.96032866,6.04,1205.542135,Coriander seeds
106,52,101,12.58154988,94.38301052,5.13,638.7388742,Beetroot
103,58,100,20.97813317,95.49670833,5.04,648.7413679,Beetroot
124,58,103,21.50195988,92.20119912,5.6,634.4291291,Beetroot
115,54,105,20.89944348,97.51028227,5.45,612.4757731,Beetroot
136,62,104,16.46963321,92.23399327,5.21,606.3042759,Beetroot
131,53,98,26.40064658,94.3553127,5.98,633.7843208,Beetroot
114,68,103,14.51652106,97.00470796,5.34,604.5444938,Beetroot
136,67,95,18.12368522,99.9895257,5.77,621.9952135,Beetroot
113,55,101,21.301074,97.09262188,5.24,603.1569697,Beetroot
112,48,96,22.87183044,91.279272,5.04,608.5737392,Beetroot
134,51,98,27.72930982,95.25820165,5.12,617.755684,Beetroot
120,45,104,24.34691005,94.12264689,5.95,600.7643491,Beetroot
108,62,95,13.08486935,93.42584536,5.16,630.6695841,Beetroot
108,49,98,17.70972971,92.33797109,5.65,608.5994153,Beetroot
125,50,105,14.7892391,91.0197588,5.46,645.1025171,Beetroot
125,53,101,24.83167284,90.63474291,5.96,601.237639,Beetroot
131,48,97,21.51584034,95.30803257,5.04,643.7030957,Beetroot
117,57,102,24.39927389,98.27802977,5.53,622.0397566,Beetroot
133,56,102,28.50145487,99.12223999,5.89,649.357587,Beetroot
117,66,105,27.76460304,92.09561329,5.13,629.2908507,Beetroot
109,47,103,27.08121068,97.89208816,5.63,635.8518611,Beetroot
114,70,101,14.94110839,95.67646111,5.09,625.8673654,Beetroot
118,64,97,11.84178994,99.88396892,5.28,604.5570418,Beetroot
123,55,99,13.19164455,96.13631803,5.74,629.4180592,Beetroot
140,49,98,24.70482497,91.99054936,5.53,618.1339782,Beetroot
137,68,95,26.90695988,90.98791997,5.18,633.063632,Beetroot
128,61,102,21.19101714,98.83253674,5.37,605.1075744,Beetroot
129,60,103,12.23793888,93.01630976,5.35,624.7907677,Beetroot
125,52,102,19.71703425,97.42747969,5.59,627.6370305,Beetroot
115,53,95,26.45529007,95.35634408,5.78,624.5407409,Beetroot
130,63,104,28.05803915,95.06861022,5.65,610.6744665,Beetroot
116,59,104,20.79078371,95.3152248,5.43,615.0298464,Beetroot
109,61,101,18.85487077,95.47464843,5.35,637.4341043,Beetroot
113,63,96,26.80422544,93.23847157,5.82,646.1334006,Beetroot
106,52,101,26.87854824,90.80010075,5.56,648.2292045,Beetroot
139,53,97,16.34238883,93.67910384,5.97,632.3117891,Beetroot
127,63,97,13.79335909,99.81245779,5.4,613.7864551,Beetroot
135,47,99,28.54328686,96.4221938,5.86,624.4708553,Beetroot
128,60,105,17.19899678,97.35989623,5.82,626.2321137,Beetroot
120,54,100,13.57511931,92.01100162,5.24,629.668603,Beetroot
123,55,95,16.6416923,99.64394613,5.71,642.9992648,Beetroot
103,57,96,14.91775957,99.79742148,5.59,647.2155015,Beetroot
118,63,102,23.22404352,92.97720336,5.27,600.7333277,Beetroot
115,56,100,10.26712392,98.69620908,5.61,619.2753391,Beetroot
102,55,103,28.09177596,98.40560854,5.95,619.5543897,Beetroot
112,47,102,20.73434704,98.28393162,5.74,635.4993344,Beetroot
115,62,104,19.98285072,93.91628741,5.59,614.0947099,Beetroot
130,57,99,15.76590791,97.77255852,5.69,649.3588514,Beetroot
116,70,105,13.52301657,97.63003466,5.0,611.1415085,Beetroot
101,53,98,24.54303118,96.46685185,5.39,612.6981721,Beetroot
112,63,95,23.9847756,99.25609835,5.59,601.9557247,Beetroot
106,54,96,14.06744982,93.57839272,5.91,621.3853875,Beetroot
138,47,105,23.32566511,93.87354871,5.88,644.3228296,Beetroot
113,48,95,17.4049346,96.14052091,5.83,608.7948082,Beetroot
115,59,103,15.97861611,91.49860311,5.22,647.0363674,Beetroot
115,53,105,19.37992414,97.33264437,5.71,629.4823808,Beetroot
109,52,95,15.94943581,98.2448431,5.94,627.3089003,Beetroot
138,57,101,26.99279003,93.49898091,5.2,604.3717976,Beetroot
114,55,96,18.24185969,98.89430863,5.53,634.6963985,Beetroot
124,51,101,16.32387394,90.5727486,5.3,612.1247145,Beetroot
103,62,105,14.66268026,97.39059728,5.04,630.0235967,Beetroot
106,59,96,11.05741775,95.47733846,5.71,607.6926449,Beetroot
139,56,102,20.41248007,95.06711124,5.95,636.4072957,Beetroot
136,58,100,16.86066297,99.95935378,5.67,618.8955553,Beetroot
105,50,96,10.90995499,93.06924093,5.33,623.5330157,Beetroot
131,66,102,13.56000319,96.69281361,5.07,613.7647637,Beetroot
102,49,99,26.08977056,99.1759622,5.65,629.5559461,Beetroot
113,45,99,17.18299721,93.17316992,5.74,624.4907653,Beetroot
137,60,105,24.70600367,97.21335061,5.56,616.1550724,Beetroot
113,69,104,15.9427926,92.16320184,5.95,602.5316245,Beetroot
121,51,98,12.75637138,92.7972171,5.48,626.0539301,Beetroot
119,65,102,12.00141552,92.67735977,5.65,638.5387814,Beetroot
104,46,97,12.98843882,96.14371775,5.73,641.5852,Beetroot
108,66,101,14.26766976,94.81213104,5.81,640.0094436,Beetroot
106,59,105,18.87384432,92.66622371,5.8,643.680603,Beetroot
100,66,105,16.01361431,98.09334143,5.56,638.8866193,Beetroot
123,59,99,25.38233397,97.4304945,5.39,620.8641162,Beetroot
138,59,99,18.99458899,92.11633106,5.57,641.3111695,Beetroot
101,56,100,20.94468391,90.97972712,5.05,606.6073779,Beetroot
116,69,99,15.64619062,92.67446185,5.02,611.7958003,Beetroot
105,51,104,19.39774208,90.16733442,5.41,617.788728,Beetroot
109,46,104,25.45302706,91.99178254,5.69,633.3255636,Beetroot
116,55,95,15.99998903,90.2535475,5.25,634.7750754,Beetroot
130,68,97,28.13118127,94.77551755,5.6,638.9938949,Beetroot
119,57,99,24.69829162,95.61513329,5.11,629.8562085,Beetroot
134,46,104,17.72381459,91.57335612,5.0,609.5895056,Beetroot
114,45,102,26.79657466,94.30288095,5.66,629.7023286,Beetroot
129,56,101,28.80415266,92.42429856,5.17,600.7260566,Beetroot
108,67,99,28.25158184,90.51615063,5.29,615.6122671,Beetroot
125,52,102,20.59660036,96.18840371,5.2,604.704249,Beetroot
131,67,95,22.7462882,99.02630403,5.35,601.6296759,Beetroot
101,61,102,19.46160151,94.54254401,5.47,645.8559491,Beetroot
103,45,95,25.681319,95.60456939,5.95,606.8090584,Beetroot
114,50,96,23.30464796,97.24101761,5.96,634.4776737,Beetroot
132,64,96,17.56603408,96.03134285,5.25,633.4425384,Beetroot
136,57,104,25.80909698,98.10453029,5.95,621.9719077,Beetroot
116,49,97,12.02649753,99.45960138,5.81,649.7153444,Beetroot
133,55,98,25.72622506,95.15766038,5.89,629.0339549,Beetroot
133,54,105,27.36620941,99.62148005,5.78,636.9839482,Beetroot
106,67,97,17.14466492,97.80790821,5.84,602.9304392,Beetroot
114,28,84,21.25858662,56.47980826,6.33,942.6148782,Chili
116,30,78,24.68233009,66.34259629,6.59,939.6446777,Chili
107,21,83,26.32462012,64.0979724,6.66,1078.865606,Chili
124,29,75,29.16340186,65.30780231,6.84,1117.223538,Chili
132,32,84,21.0290645,50.09956682,6.8,1178.760471,Chili
104,38,80,24.86768805,50.30249076,6.58,1072.853996,Chili
115,21,83,21.84322292,63.40628814,6.83,1076.291926,Chili
121,20,79,31.73398678,64.28830661,6.22,974.5314416,Chili
137,15,81,29.48237793,66.26158434,6.46,1157.060485,Chili
106,28,85,29.94091614,63.67119002,6.27,1013.806706,Chili
114,19,82,28.07777421,66.84632377,6.51,1069.1146,Chili
132,32,85,21.20138803,63.16881643,6.31,1002.593288,Chili
126,36,77,29.82129706,69.3324594,6.08,1014.082722,Chili
116,22,80,21.15642991,64.57485206,6.41,1017.258903,Chili
134,35,85,30.34794571,63.22282371,6.6,1051.114615,Chili
118,15,85,30.12665497,68.8190601,6.73,1083.16497,Chili
135,29,79,24.25377188,61.89519189,6.86,1058.632001,Chili
101,23,76,23.08778644,59.38514682,6.87,997.9956387,Chili
121,20,82,30.11457311,51.7138456,6.75,883.8152463,Chili
120,16,80,25.00680824,50.95511146,6.54,900.5885624,Chili
130,17,84,30.47340906,63.54930934,6.33,1132.919964,Chili
128,39,76,26.51076793,51.52936767,6.62,1043.963196,Chili
140,28,84,31.64736844,55.14302409,6.24,1008.688268,Chili
136,20,78,21.80623175,61.45221387,6.02,1198.37199,Chili
117,22,78,28.25674352,66.90240611,6.75,1005.72816,Chili
134,23,80,23.89294677,64.56395939,6.91,1144.491342,Chili
103,35,76,29.88791978,64.70822075,6.44,1128.874647,Chili
140,23,82,30.06751344,55.47646439,6.1,1116.381645,Chili
112,17,82,24.05282641,58.44673694,6.13,864.4672372,Chili
126,30,82,24.49895953,66.61335694,6.75,1099.339856,Chili
115,27,75,21.7851196,58.17703141,6.13,875.1466651,Chili
101,39,82,29.99932493,54.98419478,6.67,1133.560207,Chili
119,34,76,21.83520956,66.95953664,6.54,895.8418192,Chili
111,16,77,24.86485364,65.40375918,6.81,980.158151,Chili
116,24,77,25.82011655,56.4245837,6.2,921.0524307,Chili
116,32,80,22.61182104,52.16306306,6.76,1038.679455,Chili
128,16,83,27.74028543,59.51356367,6.8,1130.040619,Chili
111,25,79,29.06578382,68.52544205,6.1,899.8902361,Chili
140,32,77,31.61963687,66.95252277,6.44,979.6926702,Chili
124,23,75,29.56397548,69.58212004,6.61,1131.021942,Chili
123,38,81,25.09860209,59.91574865,6.78,1000.232918,Chili
101,16,76,29.26854167,67.35639073,6.99,1172.814975,Chili
120,39,81,22.62241812,57.81017358,6.62,1193.491656,Chili
140,36,85,26.11828204,50.17006428,6.33,978.0880169,Chili
136,16,78,27.53933883,53.61213655,6.31,932.7069905,Chili
126,30,81,26.72222225,64.75221736,6.95,1134.378025,Chili
138,31,79,22.63987373,69.88754519,6.14,986.7244531,Chili
106,19,84,21.53542224,53.47568657,6.79,908.8410467,Chili
103,27,82,22.73958496,51.36599407,6.08,1170.766089,Chili
124,33,75,22.03648401,59.4594317,6.77,878.2405755,Chili
130,28,77,23.31192566,66.50944391,6.68,1195.562386,Chili
140,20,77,24.47259709,52.72818457,6.41,885.4401532,Chili
110,40,80,30.15231463,52.05937275,6.63,1018.73796,Chili
101,38,85,24.98470173,68.77614022,6.07,1006.29468,Chili
136,32,85,31.48770467,53.05238667,6.77,960.8155365,Chili
134,34,79,21.24047946,55.52287594,6.39,928.113568,Chili
131,27,75,28.29061462,69.26600003,6.96,939.0492127,Chili
102,32,80,26.49342452,52.29350709,6.46,1032.048319,Chili
116,20,78,23.0821584,60.95914988,6.02,913.9691068,Chili
105,33,78,29.08842865,62.73066771,6.57,911.0420267,Chili
113,39,85,26.64671245,65.70587014,6.9,914.2748304,Chili
119,38,79,31.72342298,61.09919331,6.08,1148.610488,Chili
130,38,84,29.61311418,60.73551605,6.96,1046.290844,Chili
140,38,83,31.22998514,55.52016107,6.47,1068.314768,Chili
125,15,81,30.9619517,57.85194905,6.74,882.5236359,Chili
119,34,76,26.6933215,63.61781421,6.16,938.038245,Chili
110,28,84,27.21710638,54.76058761,6.93,1080.560975,Chili
110,32,79,27.17065425,69.64404587,6.63,867.5621804,Chili
107,16,82,22.34985123,51.97908361,7.0,1172.032412,Chili
122,22,85,28.4187111,64.07439134,6.32,991.9539239,Chili
133,26,81,23.35732056,67.94482069,6.08,929.3159297,Chili
133,19,79,23.25788372,62.48784823,6.7,1055.383861,Chili
116,30,76,31.86048016,62.51306253,6.17,1029.789696,Chili
106,32,82,23.61014231,58.94938295,6.6,1180.617583,Chili
122,17,81,23.62099637,54.93725762,6.98,1093.053331,Chili
107,26,82,22.06980076,55.92622695,6.4,1075.720619,Chili
115,20,78,24.77871579,51.30074762,6.14,1105.277185,Chili
113,18,79,25.49970301,58.77746435,6.93,961.8322803,Chili
122,28,85,28.80641896,61.94533674,6.13,1058.464002,Chili
117,25,77,29.94693016,52.15227799,6.56,915.9449246,Chili
125,19,85,24.83811461,64.10167614,6.06,899.2171029,Chili
129,30,85,23.52927017,58.80249286,6.64,1135.75529,Chili
105,28,77,21.16936339,52.48498361,6.97,1138.64918,Chili
106,38,85,28.07795829,67.96350931,6.34,1139.41538,Chili
108,24,78,28.92324742,69.10694185,6.83,1158.054629,Chili
122,32,82,29.55060725,68.76715994,6.39,1057.955434,Chili
109,15,76,28.84136319,65.90375693,6.13,934.3556244,Chili
137,39,83,25.18532346,50.75007559,6.06,876.4254539,Chili
115,19,75,30.69303193,64.39460754,6.53,876.726874,Chili
138,37,81,26.27640486,51.8461902,6.32,906.4023003,Chili
101,28,77,27.71104153,68.65502807,6.39,854.531376,Chili
130,30,82,24.68928648,62.75532695,6.39,1048.859547,Chili
124,20,81,23.45595067,50.25185422,6.78,919.5805116,Chili
133,33,81,25.81493153,68.66867759,6.22,1030.691505,Chili
123,22,84,23.86503032,50.22857815,6.8,1100.919743,Chili
119,28,83,24.58255476,56.9632599,6.09,1195.451914,Chili
123,21,81,21.50185163,51.31370304,6.97,1002.396625,Chili
121,27,81,21.79667824,64.73208247,6.23,1063.867419,Chili
109,27,80,22.78691159,60.85499369,6.53,975.9880431,Chili
127,23,78,22.41396408,60.2939188,6.26,1123.354867,Chili
117,80,33,18.87172766,42.58975955,6.89,1061.982044,Olive
91,74,30,19.53011555,40.24736197,6.16,1063.201969,Olive
94,80,25,15.53829348,40.70059125,6.09,958.6223214,Olive
96,57,28,18.66012096,41.65819631,6.28,1096.661185,Olive
104,63,26,18.34093465,58.84466561,6.64,904.75349,Olive
106,75,26,15.42479003,62.97872764,6.88,953.5482046,Olive
